Надо брать	Текст сообщения	Дата	Время	Канал	Тайминг	Компания
Возможно	Текущее охлаждение экономики является естественным этапом экономического цикла, предыдущий этап бурного роста привел к росту инфляции — глава Минэкономразвития Решетников «И понятно, что эта концентрация на снижении инфляции, она привела к тому, что кредит естественным образом поджался, и, соответственно, процентные ставки выросли, и темпы роста снизились, что говорит, кстати, о нормальном характере нашей экономики", — заявил Решетников. Читать далее 👉 https://smartlab.news/i/202849 мы в max	02.09.2026	11:22	Смарт Лаб	02.09.2026 11:22:00	
Не важно	Рост цен на золото где-то еще в самом начале своего пути — замминистра финансов Алексей Моисеев Читать далее 👉 https://smartlab.news/i/202850 мы в max	02.09.2026	11:27	Смарт Лаб	02.09.2026 11:27:00	
Не важно	#Инвестиции Зачем инвестору второй паспорт? Паспорт фактически стал еще одним фактором, который приходится учитывать при управлении капиталом. Банковский комплаенс, доступ к отдельным юрисдикциям, возможность открыть счет или купить актив за рубежом — многое сегодня зависит не только от происхождения денег, но и от гражданства владельца. Один из вариантов решить эту проблему — программы гражданства за инвестиции (CBI). Ключевое отличие от классической эмиграции в том, что для получения второго паспорта обычно не требуется переезжать в страну и жить там несколько лет. В зависимости от программы оформление может занимать от нескольких месяцев, а некоторые процедуры проходят дистанционно. Второе гражданство в таком случае используется как дополнительная инфраструктура: для путешествий, международного бизнеса, банковских операций и диверсификации юрисдикционных рисков. При этом для граждан РФ доступно уже далеко не всё, а требования банков и самих программ регулярно меняются. На канале Pro Vanuatu разбирают действующие программы гражданства за инвестиции, требования к заявителям и конкретные кейсы. Команда работает по лицензиям в четырех странах. Подробнее о доступных вариантах	02.09.2026	11:30	Шпион РЦБ	02.09.2026 11:30:00	
Возможно	⬆️🇷🇺#ALRS #алмазы АЛРОСА сообщила о резком росте спроса на инвестиционные бриллианты в России «В условиях растущего дефицита крупных алмазов и бриллиантов, который стал заметен еще в прошлом году, наблюдается повышенный интерес к инвестициям в бриллианты со стороны состоятельных клиентов Private Banking и Premium Banking в нашей стране»	02.09.2026	11:31	Market Twits	02.09.2026 11:31:00	
Возможно	КСИР: Два танкера подорвались на минах в Ормузском проливе Читать далее 👉 https://smartlab.news/i/202852 мы в max	02.09.2026	11:36	Смарт Лаб	02.09.2026 11:36:00	
Не важно	Стратегические запасы нефти в США достигли 44-летнего минимума на фоне войны в Иране и глобального дефицита энергоресурсов Читать далее 👉 https://smartlab.news/i/202853 мы в max	02.09.2026	11:43	Смарт Лаб	02.09.2026 11:43:00	
Не важно	Рынок новых легковых и коммерческих автомобилей в 2026 и в 2027 году будет оставаться примерно на уровне прошлого года - это 1,4-1,45 млн ед — вице-президент Автоваза Сергей Громак #AVAZ #SVAV «Фундаментальных оснований для существенного роста рынка мы не видим», — сказал он. Читать далее 👉 https://smartlab.news/i/202854 мы в max	02.09.2026	11:48	Смарт Лаб	02.09.2026 11:48:00	
Не важно	⬆️🛢#нефть BRENT > $97 ABC News: объем стратегических запасов нефти США упал до нового 44-летнего минимума	02.09.2026	11:50	Market Twits	02.09.2026 11:50:00	
Возможно	Сбербанк не планирует IPO компаний своей экосистемы — финдиректор Тарас Скворцов #SBER Читать далее 👉 https://smartlab.news/i/202855 мы в max	02.09.2026	11:50	Смарт Лаб	02.09.2026 11:50:00	
Возможно	❗️🇷🇺#BTBR #дивиденд СД В2В-РТС: ДИВИДЕНДЫ 1П 2026Г 4.61 РУБ/АКЦ ВОСА - 30 сентября отсечка - 11 октября	02.09.2026	11:54	Market Twits	02.09.2026 11:54:00	
Не важно	Энергопотребление в РФ с начала года снизилось на 0,1% — глава "Системного оператора" Федор Опадчий #HYDR #TGKA Читать далее 👉 https://smartlab.news/i/202856 мы в max	02.09.2026	11:54	Смарт Лаб	02.09.2026 11:54:00	
Не важно	🇷🇺#ecommerce #россия Россия планирует наращивать долю онлайн-торговли в розничном обороте и ВВП — Минпромторг #вэф	02.09.2026	11:56	Market Twits	02.09.2026 11:56:00	
Возможно	МНЕНИЕ: Аксаков прогнозирует сохранение ключевой ставки на уровне 14% годовых по итогам сентябрьского заседания ЦБ Читать далее 👉 https://smartlab.news/i/202857 мы в max	02.09.2026	11:57	Смарт Лаб	02.09.2026 11:57:00	
